full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
Yuk gaes IKN mangkrak mending kita #KaburAjaDulu #IndonesiaGelap #AkuMauPENTOL,yuk gaes ikn mangkrak mending kita kaburajadulu indonesiagelap akumaupentol,"['yuk', 'gaes', 'ikn', 'mangkrak', 'mending', 'kita', 'kaburajadulu', 'indonesiagelap', 'akumaupentol']","['gaes', 'ikn', 'mangkrak', 'mending', 'kaburajadulu', 'indonesiagelap', 'akumaupentol']","['gaes', 'ikn', 'mangkrak', 'mending', 'kaburajadulu', 'indonesiagelap', 'akumaupentol']","['gaes', 'ikn', 'mangkrak', 'mending', 'kaburajadulu', 'indonesiagelap', 'akumaupentol']",gaes ikn mangkrak mending kaburajadulu indonesiagelap akumaupentol,gaes ikn stalled mending kaburajadulu indonesia,netral,0.0,1
Kalau punya gelar S3 #KaburAjaDulu,kalau punya gelar s kaburajadulu,"['kalau', 'punya', 'gelar', 's', 'kaburajadulu']","['gelar', 'kaburajadulu']","['gelar', 'kaburajadulu']","['gelar', 'kaburajadulu']",gelar kaburajadulu,degree kaburajadulu,netral,0.0,1
Jadi #KaburAjaDulu siapa yang init gengs?,jadi kaburajadulu siapa yang init gengs,"['jadi', 'kaburajadulu', 'siapa', 'yang', 'init', 'gengs']","['kaburajadulu', 'init', 'gengs']","['kaburajadulu', 'init', 'gengs']","['kaburajadulu', 'init', 'gengs']",kaburajadulu init gengs,kaburajadulu init gengs,netral,0.0,1
Bayangin sekolah cape cape stelah lulus penghasilan lo kalah sama tukang parkir aka pungli yg dinormalisasikan #KaburAjaDulu ,bayangin sekolah cape cape stelah lulus penghasilan lo kalah sama tukang parkir aka pungli yg dinormalisasikan kaburajadulu,"['bayangin', 'sekolah', 'cape', 'cape', 'stelah', 'lulus', 'penghasilan', 'lo', 'kalah', 'sama', 'tukang', 'parkir', 'aka', 'pungli', 'yg', 'dinormalisasikan', 'kaburajadulu']","['bayangin', 'sekolah', 'cape', 'cape', 'stelah', 'lulus', 'penghasilan', 'kalah', 'tukang', 'parkir', 'aka', 'pungli', 'yg', 'dinormalisasikan', 'kaburajadulu']","['sekolah', 'lulus', 'penghasilan', 'kalah', 'tukang', 'parkir', 'aka', 'pungli', 'dinormalisasikan', 'kaburajadulu']","['sekolah', 'lulus', 'hasil', 'kalah', 'tukang', 'parkir', 'aka', 'pungli', 'normalisasi', 'kaburajadulu']",sekolah lulus hasil kalah tukang parkir aka pungli normalisasi kaburajadulu,school passed the results of losing the parking attendant aka extortion normalization kaburajadulu,positif,0.2,2
hrus menghadapi orang orang lawan arah di tangga peron manggarai (jd ga dapet kereta jir) (pd gamau ngalah pdhl jelas jelas tangga buat arus turun) mau #KaburAjaDulu p @jepang ingfokan https://t.co/HX90FYAzj6,hrus menghadapi orang orang lawan arah di tangga peron manggarai jd ga dapet kereta jir pd gamau ngalah pdhl jelas jelas tangga buat arus turun mau kaburajadulu p ingfokan,"['hrus', 'menghadapi', 'orang', 'orang', 'lawan', 'arah', 'di', 'tangga', 'peron', 'manggarai', 'jd', 'ga', 'dapet', 'kereta', 'jir', 'pd', 'gamau', 'ngalah', 'pdhl', 'jelas', 'jelas', 'tangga', 'buat', 'arus', 'turun', 'mau', 'kaburajadulu', 'p', 'ingfokan']","['hrus', 'menghadapi', 'lawan', 'arah', 'tangga', 'peron', 'manggarai', 'jd', 'dapet', 'kereta', 'jir', 'pd', 'gamau', 'ngalah', 'pdhl', 'tangga', 'arus', 'turun', 'kaburajadulu', 'ingfokan']","['menghadapi', 'lawan', 'arah', 'tangga', 'peron', 'manggarai', 'kereta', 'jir', 'tangga', 'arus', 'turun', 'kaburajadulu', 'ingfokan']","['hadap', 'lawan', 'arah', 'tangga', 'peron', 'manggarai', 'kereta', 'jir', 'tangga', 'arus', 'turun', 'kaburajadulu', 'ingfokan']",hadap lawan arah tangga peron manggarai kereta jir tangga arus turun kaburajadulu ingfokan,facing the opponent's direction the ladder of the ladder of the platform of the trains the staircase the stairs down kaburajadulu ingfokan,negatif,-0.1555555555555555,0
#KaburAjaDulu sederhana tapi diaspora kelabakan bahkan ada rich indos tinggal di negara maju (berencana beli rumah padahal dia masih kuliah&amp;tinggal belum setaun) dia pernah bilang aku gak boleh perhitungan ini itu kabur aja dengan gaji mepet adalah sebuah keberkahan,kaburajadulu sederhana tapi diaspora kelabakan bahkan ada rich indos tinggal di negara maju berencana beli rumah padahal dia masih kuliahamptinggal belum setaun dia pernah bilang aku gak boleh perhitungan ini itu kabur aja dengan gaji mepet adalah sebuah keberkahan,"['kaburajadulu', 'sederhana', 'tapi', 'diaspora', 'kelabakan', 'bahkan', 'ada', 'rich', 'indos', 'tinggal', 'di', 'negara', 'maju', 'berencana', 'beli', 'rumah', 'padahal', 'dia', 'masih', 'kuliahamptinggal', 'belum', 'setaun', 'dia', 'pernah', 'bilang', 'aku', 'gak', 'boleh', 'perhitungan', 'ini', 'itu', 'kabur', 'aja', 'dengan', 'gaji', 'mepet', 'adalah', 'sebuah', 'keberkahan']","['kaburajadulu', 'sederhana', 'diaspora', 'kelabakan', 'rich', 'indos', 'tinggal', 'negara', 'maju', 'berencana', 'beli', 'rumah', 'kuliahamptinggal', 'setaun', 'bilang', 'perhitungan', 'kabur', 'gaji', 'mepet', 'keberkahan']","['kaburajadulu', 'sederhana', 'diaspora', 'kelabakan', 'rich', 'indos', 'tinggal', 'negara', 'maju', 'berencana', 'beli', 'rumah', 'kuliahamptinggal', 'setaun', 'bilang', 'perhitungan', 'kabur', 'gaji', 'mepet', 'keberkahan']","['kaburajadulu', 'sederhana', 'diaspora', 'laba', 'rich', 'indos', 'tinggal', 'negara', 'maju', 'rencana', 'beli', 'rumah', 'kuliahamptinggal', 'taun', 'bilang', 'hitung', 'kabur', 'gaji', 'mepet', 'berkah']",kaburajadulu sederhana diaspora laba rich indos tinggal negara maju rencana beli rumah kuliahamptinggal taun bilang hitung kabur gaji mepet berkah,kaburajadulu simple diaspora rich indos live rangers live developed countries plans to buy houses for life tahun tahu saying calculating running salary fierce blessing,positif,0.1495454545454545,2
#KaburAjaDulu keyword yg bagus untuk diresapi : ngasih tau salary level remote/onsite starting/next career contoh yg baik dalam ngetwit ya ,kaburajadulu keyword yg bagus untuk diresapi ngasih tau salary level remoteonsite startingnext career contoh yg baik dalam ngetwit ya,"['kaburajadulu', 'keyword', 'yg', 'bagus', 'untuk', 'diresapi', 'ngasih', 'tau', 'salary', 'level', 'remoteonsite', 'startingnext', 'career', 'contoh', 'yg', 'baik', 'dalam', 'ngetwit', 'ya']","['kaburajadulu', 'keyword', 'yg', 'bagus', 'diresapi', 'ngasih', 'salary', 'level', 'remoteonsite', 'startingnext', 'career', 'contoh', 'yg', 'ngetwit']","['kaburajadulu', 'keyword', 'bagus', 'diresapi', 'salary', 'level', 'remoteonsite', 'startingnext', 'career', 'contoh', 'ngetwit']","['kaburajadulu', 'keyword', 'bagus', 'resap', 'salary', 'level', 'remoteonsite', 'startingnext', 'career', 'contoh', 'ngetwit']",kaburajadulu keyword bagus resap salary level remoteonsite startingnext career contoh ngetwit,kaburajadulu good keyword salary remoteonsite startingnext career,positif,0.7,2
Mau ikut trend #KaburAjaDulu tapi core unik dari Indonesia selalu bikin flashback ke tahun2 sebelumnya..,mau ikut trend kaburajadulu tapi core unik dari indonesia selalu bikin flashback ke tahun sebelumnya,"['mau', 'ikut', 'trend', 'kaburajadulu', 'tapi', 'core', 'unik', 'dari', 'indonesia', 'selalu', 'bikin', 'flashback', 'ke', 'tahun', 'sebelumnya']","['trend', 'kaburajadulu', 'core', 'unik', 'indonesia', 'bikin', 'flashback', 'tahun']","['trend', 'kaburajadulu', 'core', 'unik', 'indonesia', 'bikin', 'flashback', 'tahun']","['trend', 'kaburajadulu', 'core', 'unik', 'indonesia', 'bikin', 'flashback', 'tahun']",trend kaburajadulu core unik indonesia bikin flashback tahun,trend kaburajadulu unique indonesia core making flashback year,positif,0.375,2
Sekarang lagi rame trend #kaburajadulu ya ,sekarang lagi rame trend kaburajadulu ya,"['sekarang', 'lagi', 'rame', 'trend', 'kaburajadulu', 'ya']","['rame', 'trend', 'kaburajadulu']","['rame', 'trend', 'kaburajadulu']","['rame', 'trend', 'kaburajadulu']",rame trend kaburajadulu,rame trend kaburajadulu,netral,0.0,1
Di lini masa dan platform sosial media gw banyak tawaran tinggal di luar negeri #KaburAjaDulu,di lini masa dan platform sosial media gw banyak tawaran tinggal di luar negeri kaburajadulu,"['di', 'lini', 'masa', 'dan', 'platform', 'sosial', 'media', 'gw', 'banyak', 'tawaran', 'tinggal', 'di', 'luar', 'negeri', 'kaburajadulu']","['lini', 'platform', 'sosial', 'media', 'tawaran', 'tinggal', 'negeri', 'kaburajadulu']","['lini', 'platform', 'sosial', 'media', 'tawaran', 'tinggal', 'negeri', 'kaburajadulu']","['lini', 'platform', 'sosial', 'media', 'tawar', 'tinggal', 'negeri', 'kaburajadulu']",lini platform sosial media tawar tinggal negeri kaburajadulu,line social media platform tawar lives kaburajadulu,positif,0.0333333333333333,2
udh gaada harapan tinggal di indo #KaburAjaDulu,udh gaada harapan tinggal di indo kaburajadulu,"['udh', 'gaada', 'harapan', 'tinggal', 'di', 'indo', 'kaburajadulu']","['udh', 'gaada', 'harapan', 'tinggal', 'indo', 'kaburajadulu']","['harapan', 'tinggal', 'kaburajadulu']","['harap', 'tinggal', 'kaburajadulu']",harap tinggal kaburajadulu,please stay kaburajadulu,netral,0.0,1
We are doomed. #KaburAjaDulu,we are doomed kaburajadulu,"['we', 'are', 'doomed', 'kaburajadulu']","['are', 'doomed', 'kaburajadulu']","['are', 'doomed', 'kaburajadulu']","['are', 'doomed', 'kaburajadulu']",are doomed kaburajadulu,are doomed __kabura,netral,0.0,1
Tapi sebenernya esensi #KaburAjaDulu ini keluar dari indo kan yah? Jadi remote itu belum masuk kategori yg dimaksudkan. CMIIW lagi mencoba mencerna esensi tagar yg lagi rame ini,tapi sebenernya esensi kaburajadulu ini keluar dari indo kan yah jadi remote itu belum masuk kategori yg dimaksudkan cmiiw lagi mencoba mencerna esensi tagar yg lagi rame ini,"['tapi', 'sebenernya', 'esensi', 'kaburajadulu', 'ini', 'keluar', 'dari', 'indo', 'kan', 'yah', 'jadi', 'remote', 'itu', 'belum', 'masuk', 'kategori', 'yg', 'dimaksudkan', 'cmiiw', 'lagi', 'mencoba', 'mencerna', 'esensi', 'tagar', 'yg', 'lagi', 'rame', 'ini']","['sebenernya', 'esensi', 'kaburajadulu', 'indo', 'yah', 'remote', 'kategori', 'yg', 'cmiiw', 'mencoba', 'mencerna', 'esensi', 'tagar', 'yg', 'rame']","['esensi', 'kaburajadulu', 'remote', 'kategori', 'cmiiw', 'mencoba', 'mencerna', 'esensi', 'tagar', 'rame']","['esensi', 'kaburajadulu', 'remote', 'kategori', 'cmiiw', 'coba', 'cerna', 'esensi', 'tagar', 'rame']",esensi kaburajadulu remote kategori cmiiw coba cerna esensi tagar rame,essence kaburajadulu remote category cmiiw try to digest the essence,negatif,-0.1,0
Manifesting #kaburajadulu,manifesting kaburajadulu,"['manifesting', 'kaburajadulu']","['manifesting', 'kaburajadulu']","['manifesting', 'kaburajadulu']","['manifesting', 'kaburajadulu']",manifesting kaburajadulu,manifesting kaburajadulu,netral,0.0,1
Kalo gw jengkel gw nikahin juga orang jepang.. ah elah .. #KaburAjaDulu,kalo gw jengkel gw nikahin juga orang jepang ah elah kaburajadulu,"['kalo', 'gw', 'jengkel', 'gw', 'nikahin', 'juga', 'orang', 'jepang', 'ah', 'elah', 'kaburajadulu']","['jengkel', 'nikahin', 'jepang', 'elah', 'kaburajadulu']","['jengkel', 'jepang', 'elah', 'kaburajadulu']","['jengkel', 'jepang', 'elah', 'kaburajadulu']",jengkel jepang elah kaburajadulu,japanese annoyance,netral,0.0,1
WKWKWKWK hayolo @wordfangs info #KaburAjaDulu ???,wkwkwkwk hayolo info kaburajadulu,"['wkwkwkwk', 'hayolo', 'info', 'kaburajadulu']","['wkwkwkwk', 'hayolo', 'info', 'kaburajadulu']","['wkwkwkwk', 'hayolo', 'info', 'kaburajadulu']","['wkwkwkwk', 'hayolo', 'info', 'kaburajadulu']",wkwkwkwk hayolo info kaburajadulu,this is the intelligence,netral,0.0,1
gatau ini kebetulan badutnya bisa bahasa isarat atau emang para pekerja kaya mereka emang semuanya menguasai bahasa isarat keren bgt siihhh bahkan sekelas tukang badut aja sdmnya unggul loh #KaburAjaDulu,gatau ini kebetulan badutnya bisa bahasa isarat atau emang para pekerja kaya mereka emang semuanya menguasai bahasa isarat keren bgt siihhh bahkan sekelas tukang badut aja sdmnya unggul loh kaburajadulu,"['gatau', 'ini', 'kebetulan', 'badutnya', 'bisa', 'bahasa', 'isarat', 'atau', 'emang', 'para', 'pekerja', 'kaya', 'mereka', 'emang', 'semuanya', 'menguasai', 'bahasa', 'isarat', 'keren', 'bgt', 'siihhh', 'bahkan', 'sekelas', 'tukang', 'badut', 'aja', 'sdmnya', 'unggul', 'loh', 'kaburajadulu']","['gatau', 'badutnya', 'bahasa', 'isarat', 'pekerja', 'kaya', 'menguasai', 'bahasa', 'isarat', 'keren', 'bgt', 'siihhh', 'sekelas', 'tukang', 'badut', 'sdmnya', 'unggul', 'kaburajadulu']","['badutnya', 'bahasa', 'isarat', 'pekerja', 'menguasai', 'bahasa', 'isarat', 'keren', 'sekelas', 'tukang', 'badut', 'sdmnya', 'unggul', 'kaburajadulu']","['badut', 'bahasa', 'isarat', 'kerja', 'kuasa', 'bahasa', 'isarat', 'keren', 'kelas', 'tukang', 'badut', 'sdmnya', 'unggul', 'kaburajadulu']",badut bahasa isarat kerja kuasa bahasa isarat keren kelas tukang badut sdmnya unggul kaburajadulu,language language work power of power of power of power of power of power class class class hr clown superior kaburajadulu,positif,0.7,2
#KaburAjaDulu adalah hak warga negara karena pemerintah tidak membantu mencerdaskan kehidupan bangsa dan mensejahterakan mereka. Malah yang ada banyak beban. Jadi ya sudah hak mereka milih negara lain!,kaburajadulu adalah hak warga negara karena pemerintah tidak membantu mencerdaskan kehidupan bangsa dan mensejahterakan mereka malah yang ada banyak beban jadi ya sudah hak mereka milih negara lain,"['kaburajadulu', 'adalah', 'hak', 'warga', 'negara', 'karena', 'pemerintah', 'tidak', 'membantu', 'mencerdaskan', 'kehidupan', 'bangsa', 'dan', 'mensejahterakan', 'mereka', 'malah', 'yang', 'ada', 'banyak', 'beban', 'jadi', 'ya', 'sudah', 'hak', 'mereka', 'milih', 'negara', 'lain']","['kaburajadulu', 'hak', 'warga', 'negara', 'pemerintah', 'membantu', 'mencerdaskan', 'kehidupan', 'bangsa', 'mensejahterakan', 'beban', 'hak', 'milih', 'negara']","['kaburajadulu', 'hak', 'warga', 'negara', 'pemerintah', 'membantu', 'mencerdaskan', 'kehidupan', 'bangsa', 'mensejahterakan', 'beban', 'hak', 'negara']","['kaburajadulu', 'hak', 'warga', 'negara', 'perintah', 'bantu', 'cerdas', 'hidup', 'bangsa', 'sejahtera', 'beban', 'hak', 'negara']",kaburajadulu hak warga negara perintah bantu cerdas hidup bangsa sejahtera beban hak negara,kaburajadulu citizens' rights commands to help the life of the nation's prosperous burden on the rights of the state,netral,0.0,1
Aduh bingung bgt mau Tokutei Ginou di Jepang atau Ausbildung di Jerman yaa? #KaburAjaDulu,aduh bingung bgt mau tokutei ginou di jepang atau ausbildung di jerman yaa kaburajadulu,"['aduh', 'bingung', 'bgt', 'mau', 'tokutei', 'ginou', 'di', 'jepang', 'atau', 'ausbildung', 'di', 'jerman', 'yaa', 'kaburajadulu']","['aduh', 'bingung', 'bgt', 'tokutei', 'ginou', 'jepang', 'ausbildung', 'jerman', 'yaa', 'kaburajadulu']","['aduh', 'bingung', 'tokutei', 'ginou', 'jepang', 'ausbildung', 'jerman', 'kaburajadulu']","['aduh', 'bingung', 'tokutei', 'ginou', 'jepang', 'ausbildung', 'jerman', 'kaburajadulu']",aduh bingung tokutei ginou jepang ausbildung jerman kaburajadulu,ouch confused tokutei ginou japan ausbildung german kaburajadulu,negatif,-0.2,0
#KaburAjaDulu Biar teriakan pak Luhut dan bu Sri Mulyani jadi terkabul-bul tuh...,kaburajadulu biar teriakan pak luhut dan bu sri mulyani jadi terkabulbul tuh,"['kaburajadulu', 'biar', 'teriakan', 'pak', 'luhut', 'dan', 'bu', 'sri', 'mulyani', 'jadi', 'terkabulbul', 'tuh']","['kaburajadulu', 'teriakan', 'luhut', 'bu', 'sri', 'mulyani', 'terkabulbul']","['kaburajadulu', 'teriakan', 'luhut', 'bu', 'sri', 'mulyani', 'terkabulbul']","['kaburajadulu', 'ria', 'luhut', 'bu', 'sri', 'mulyani', 'terkabulbul']",kaburajadulu ria luhut bu sri mulyani terkabulbul,kaburajadulu ria luhut mrs. sri mulyani terbulbul,netral,0.0,1
Ini buat yang tertarik #KaburAjaDulu ke Jepang ,ini buat yang tertarik kaburajadulu ke jepang,"['ini', 'buat', 'yang', 'tertarik', 'kaburajadulu', 'ke', 'jepang']","['tertarik', 'kaburajadulu', 'jepang']","['tertarik', 'kaburajadulu', 'jepang']","['tarik', 'kaburajadulu', 'jepang']",tarik kaburajadulu jepang,targe kaburajadulu japan,netral,0.0,1
Ternyata Nicsap ngikut tren #KaburAjaDulu,ternyata nicsap ngikut tren kaburajadulu,"['ternyata', 'nicsap', 'ngikut', 'tren', 'kaburajadulu']","['nicsap', 'ngikut', 'tren', 'kaburajadulu']","['nicsap', 'ngikut', 'tren', 'kaburajadulu']","['nicsap', 'ngikut', 'tren', 'kaburajadulu']",nicsap ngikut tren kaburajadulu,nicsap follows the trend kaburajadulu,netral,0.0,1
NAH INI akun paling sering yg lewat tl aku bahas soal #KaburAjaDulu dr dulu,nah ini akun paling sering yg lewat tl aku bahas soal kaburajadulu dr dulu,"['nah', 'ini', 'akun', 'paling', 'sering', 'yg', 'lewat', 'tl', 'aku', 'bahas', 'soal', 'kaburajadulu', 'dr', 'dulu']","['akun', 'yg', 'tl', 'bahas', 'kaburajadulu', 'dr']","['akun', 'tl', 'bahas', 'kaburajadulu']","['akun', 'tl', 'bahas', 'kaburajadulu']",akun tl bahas kaburajadulu,tl account discusses kaburajadulu,netral,0.0,1
privilege orang bisa #KaburAjaDulu HUFFTTTTT WHILE IM STUCK HERE NUNGGU COASS ABIS ITU HARUS ISHIP MENGABDI CCUUIIIHHHH ,privilege orang bisa kaburajadulu huffttttt while im stuck here nunggu coass abis itu harus iship mengabdi ccuuiiihhhh,"['privilege', 'orang', 'bisa', 'kaburajadulu', 'huffttttt', 'while', 'im', 'stuck', 'here', 'nunggu', 'coass', 'abis', 'itu', 'harus', 'iship', 'mengabdi', 'ccuuiiihhhh']","['privilege', 'kaburajadulu', 'huffttttt', 'while', 'im', 'stuck', 'here', 'nunggu', 'coass', 'abis', 'iship', 'mengabdi', 'ccuuiiihhhh']","['privilege', 'kaburajadulu', 'huffttttt', 'while', 'im', 'stuck', 'here', 'coass', 'iship', 'mengabdi', 'ccuuiiihhhh']","['privilege', 'kaburajadulu', 'huffttttt', 'while', 'im', 'stuck', 'here', 'coass', 'iship', 'abdi', 'ccuuiiihhhh']",privilege kaburajadulu huffttttt while im stuck here coass iship abdi ccuuiiihhhh,privilege kaburajadulu huffttt while imam stuck here coass iship abdi ccuuiihhhh,netral,0.0,1
Aku dan anakku bulan ke 7 di belgium. #KaburAjaDulu https://t.co/iglHx1rNyX,aku dan anakku bulan ke di belgium kaburajadulu,"['aku', 'dan', 'anakku', 'bulan', 'ke', 'di', 'belgium', 'kaburajadulu']","['anakku', 'belgium', 'kaburajadulu']","['anakku', 'belgium', 'kaburajadulu']","['anak', 'belgium', 'kaburajadulu']",anak belgium kaburajadulu,belgium children kaburajadulu,netral,0.0,1
Mau ikutan #kaburajadulu tapi bingung mulai dari mana? Jangan cuma ngelamun sambil scroll TikTok saatnya eksekusi! Gasss! ,mau ikutan kaburajadulu tapi bingung mulai dari mana jangan cuma ngelamun sambil scroll tiktok saatnya eksekusi gasss,"['mau', 'ikutan', 'kaburajadulu', 'tapi', 'bingung', 'mulai', 'dari', 'mana', 'jangan', 'cuma', 'ngelamun', 'sambil', 'scroll', 'tiktok', 'saatnya', 'eksekusi', 'gasss']","['ikutan', 'kaburajadulu', 'bingung', 'ngelamun', 'scroll', 'tiktok', 'eksekusi', 'gasss']","['ikutan', 'kaburajadulu', 'bingung', 'ngelamun', 'scroll', 'tiktok', 'eksekusi', 'gasss']","['ikut', 'kaburajadulu', 'bingung', 'ngelamun', 'scroll', 'tiktok', 'eksekusi', 'gasss']",ikut kaburajadulu bingung ngelamun scroll tiktok eksekusi gasss,join kaburajadulu confused daydreaming scroll tiktok execution gasss,negatif,-0.4,0
Tren #KaburAjaDulu adalah bukti demokrasi demi demokrasi tidak bisa menyelesaikan masalah sosial bahkan justru sebaliknya Demokrasi adalah ilusi kekuasaan hanya menghasilkan tirani demi tirani karena manusia tidak bisa membedakan dan menilai hati Supremasi of God adalah https://t.co/um9Qx4nzTo,tren kaburajadulu adalah bukti demokrasi demi demokrasi tidak bisa menyelesaikan masalah sosial bahkan justru sebaliknya demokrasi adalah ilusi kekuasaan hanya menghasilkan tirani demi tirani karena manusia tidak bisa membedakan dan menilai hati supremasi of god adalah,"['tren', 'kaburajadulu', 'adalah', 'bukti', 'demokrasi', 'demi', 'demokrasi', 'tidak', 'bisa', 'menyelesaikan', 'masalah', 'sosial', 'bahkan', 'justru', 'sebaliknya', 'demokrasi', 'adalah', 'ilusi', 'kekuasaan', 'hanya', 'menghasilkan', 'tirani', 'demi', 'tirani', 'karena', 'manusia', 'tidak', 'bisa', 'membedakan', 'dan', 'menilai', 'hati', 'supremasi', 'of', 'god', 'adalah']","['tren', 'kaburajadulu', 'bukti', 'demokrasi', 'demokrasi', 'menyelesaikan', 'sosial', 'demokrasi', 'ilusi', 'kekuasaan', 'menghasilkan', 'tirani', 'tirani', 'manusia', 'membedakan', 'menilai', 'hati', 'supremasi', 'of', 'god']","['tren', 'kaburajadulu', 'bukti', 'demokrasi', 'demokrasi', 'menyelesaikan', 'sosial', 'demokrasi', 'ilusi', 'kekuasaan', 'menghasilkan', 'tirani', 'tirani', 'manusia', 'membedakan', 'menilai', 'hati', 'supremasi', 'of', 'god']","['tren', 'kaburajadulu', 'bukti', 'demokrasi', 'demokrasi', 'selesai', 'sosial', 'demokrasi', 'ilusi', 'kuasa', 'hasil', 'tirani', 'tirani', 'manusia', 'beda', 'nilai', 'hati', 'supremasi', 'of', 'god']",tren kaburajadulu bukti demokrasi demokrasi selesai sosial demokrasi ilusi kuasa hasil tirani tirani manusia beda nilai hati supremasi of god,trend kaburajadulu evidence of democracy democracy completed social democracy the illusion of power of power results from the tyranny of human tyranny different values of the supremacy of god,positif,0.0111111111111111,2
